,chr,indexStart,indexEnd,L,p.value
27649,chr3,99855,99855,1,0.694845122
24968,chr2,65629,65629,1,0.694899251
9461,chr4,107533,107533,1,0.694914926
25311,chr2,71858,71858,1,0.694980321
10504,chr5,135692,135692,1,0.695096416
20158,chr13,321528,321528,1,0.695100335
26130,chr21,444651,444651,1,0.695178466
24204,chr2,50876,50876,1,0.695189978
32728,chr8,209435,209435,1,0.695245331
24036,chr2,47624,47624,1,0.695260516
22283,chr17,375857,375857,1,0.695291867
31309,chr6,176068,176068,1,0.695295786
30289,chr6,152896,152896,1,0.695363385
28563,chr4,118334,118334,1,0.695432944
11491,chr6,169568,169568,1,0.695597289
7976,chr20,431968,431968,1,0.695618108
28699,chr4,120474,120474,1,0.695755021
1800,chr10,254237,254237,1,0.695791515
21191,chr15,345208,345208,1,0.695831193
22690,chr17,388315,388315,1,0.695952921
16055,chr1,43451,43451,1,0.695977659
31883,chr7,190653,190653,1,0.696042074
15977,chr1,41649,41649,1,0.69605481
27622,chr3,99099,99099,1,0.69605481
30327,chr6,154195,154195,1,0.696060689
23271,chr18,405194,405194,1,0.696074405
10111,chr5,124625,124625,1,0.696081017
4050,chr14,331152,331152,1,0.696104775
17396,chr11,264058,264058,1,0.696194908
27041,chr3,89329,89329,1,0.696212053
13089,chr8,221583,221583,1,0.696212543
19088,chr12,296981,296981,1,0.696305859
23535,chr19,417315,417315,1,0.696316146
24706,chr2,61354,61354,1,0.69631982
22859,chr17,393431,393431,1,0.696428812
31108,chr6,172197,172197,1,0.696476817
34304,chrX,462315,462315,1,0.696477062
17321,chr11,262416,262416,1,0.696508658
24930,chr2,64964,64964,1,0.69654956
17223,chr10,259341,259341,1,0.696614221
23213,chr18,404043,404043,1,0.696679861
22163,chr16,371374,371374,1,0.696751134
33573,chr8,226313,226313,1,0.696812366
29667,chr5,139307,139307,1,0.696824612
28285,chr4,113474,113474,1,0.696997529
15347,chr1,29719,29719,1,0.697004877
17247,chr10,260020,260020,1,0.697036473
7194,chr2,55474,55474,1,0.697070027
25663,chr20,432876,432876,1,0.697076396
14975,chr1,21188,21188,1,0.697106276
21980,chr16,367804,367804,1,0.697108481
27246,chr3,92715,92715,1,0.697147669
22,chr1,1099,1099,1,0.697170692
12571,chr7,205815,205815,1,0.697242455
26400,chr22,452733,452733,1,0.697249558
20864,chr15,338553,338553,1,0.697262784
31380,chr6,177707,177707,1,0.69729242
6784,chr19,428809,428809,1,0.697362959
19055,chr12,296202,296202,1,0.697400187
14316,chr1,5484,5484,1,0.697403616
27655,chr3,100062,100062,1,0.69740827
19667,chr12,311510,311510,1,0.697413903
28742,chr4,121262,121262,1,0.697540775
30982,chr6,169347,169347,1,0.697548857
9862,chr4,118261,118261,1,0.697554246
31759,chr7,188400,188400,1,0.69755645
9632,chr4,111807,111807,1,0.697568451
29796,chr5,141225,141225,1,0.697585841
5839,chr17,398122,398122,1,0.697698507
963,chr1,33075,33075,1,0.697705365
368,chr1,14781,14781,1,0.69777174
29861,chr5,142314,142314,1,0.697838359
30956,chr6,168679,168679,1,0.697850606
30976,chr6,169249,169249,1,0.697860403
17819,chr11,271782,271782,1,0.697899346
20108,chr13,320524,320524,1,0.697926533
8943,chr3,90556,90556,1,0.697965966
17833,chr11,271879,271879,1,0.697978212
29224,chr5,129898,129898,1,0.698122473
15880,chr1,39690,39690,1,0.698157253
2619,chr11,284070,284070,1,0.698160192
22152,chr16,371093,371093,1,0.698199135
26194,chr22,446691,446691,1,0.698234894
33392,chr8,222577,222577,1,0.698245671
31607,chr7,185108,185108,1,0.698297105
26405,chr22,452931,452931,1,0.698318414
22972,chr17,396238,396238,1,0.698341437
4064,chr14,331874,331874,1,0.698341927
2363,chr11,272223,272223,1,0.698370828
18940,chr12,293353,293353,1,0.69849574
16450,chr10,244124,244124,1,0.698505782
8364,chr21,444146,444146,1,0.698532479
31767,chr7,188603,188603,1,0.6985435
28638,chr4,119504,119504,1,0.698572891
4995,chr16,365933,365933,1,0.698582444
19404,chr12,304133,304133,1,0.698582933
29840,chr5,141909,141909,1,0.698652982
33342,chr8,221935,221935,1,0.698781568
21652,chr16,357609,357609,1,0.698799448
20133,chr13,320968,320968,1,0.698854066
1488,chr10,245153,245153,1,0.698913093
8284,chr21,441651,441651,1,0.698977264
23587,chr19,419372,419372,1,0.69902331
19023,chr12,295238,295238,1,0.699084051
21445,chr15,351312,351312,1,0.699090664
23574,chr19,418949,418949,1,0.699146018
7882,chr2,75140,75140,1,0.699152386
16200,chr10,239245,239245,1,0.699199656
29791,chr5,141181,141181,1,0.699233701
34059,chrX,454526,454526,1,0.699240069
18479,chr11,285746,285746,1,0.699242763
8054,chr20,433857,433857,1,0.699250111
8396,chr22,445439,445439,1,0.699343428
20499,chr14,330387,330387,1,0.699381146
17357,chr11,263320,263320,1,0.699396332
15964,chr1,41066,41066,1,0.69941666
13701,chrX,455853,455853,1,0.699488179
21957,chr16,367021,367021,1,0.69950018
8403,chr22,445608,445608,1,0.699520264
19123,chr12,298327,298327,1,0.699533
28766,chr4,121665,121665,1,0.699560432
27324,chr3,94502,94502,1,0.699568759
11817,chr7,180311,180311,1,0.699583945
34067,chrX,454780,454780,1,0.69966575
30182,chr6,150320,150320,1,0.699674567
33166,chr8,218624,218624,1,0.69970004
6705,chr19,427090,427090,1,0.699727471
1581,chr10,247833,247833,1,0.699815155
16205,chr10,239406,239406,1,0.699820543
30898,chr6,167422,167422,1,0.699824462
5766,chr17,394805,394805,1,0.699933944
8604,chr3,78471,78471,1,0.69994717
20420,chr14,327969,327969,1,0.699975826
25492,chr2,75504,75504,1,0.700032649
24869,chr2,64240,64240,1,0.700064734
4503,chr15,348634,348634,1,0.700066693
24095,chr2,48457,48457,1,0.700118373
25215,chr2,70965,70965,1,0.700283697
17777,chr11,270581,270581,1,0.700336846
115,chr1,5590,5590,1,0.700353991
10830,chr5,141597,141597,1,0.700381423
31590,chr7,184014,184014,1,0.700405425
22290,chr17,375913,375913,1,0.700425754
15996,chr1,42223,42223,1,0.700425754
12245,chr7,193218,193218,1,0.700425754
20002,chr13,318910,318910,1,0.700461758
6178,chr19,407559,407559,1,0.700549442
28406,chr4,115705,115705,1,0.700605775
26466,chr3,78674,78674,1,0.700744158
33775,chr9,232221,232221,1,0.70075469
26228,chr22,448260,448260,1,0.700809063
5064,chr16,368866,368866,1,0.700847027
30494,chr6,159475,159475,1,0.700847516
20118,chr13,320779,320779,1,0.700859763
4942,chr16,364501,364501,1,0.700916096
11949,chr7,185472,185472,1,0.70093569
16194,chr10,239168,239168,1,0.701007943
7193,chr2,55471,55471,1,0.701060357
14289,chr1,5178,5178,1,0.701070644
22973,chr17,396258,396258,1,0.701144121
23834,chr19,427789,427789,1,0.701151959
10258,chr5,129552,129552,1,0.701295485
4959,chr16,364792,364792,1,0.701335898
17943,chr11,274301,274301,1,0.70146228
22275,chr17,375732,375732,1,0.701606051
9153,chr3,97227,97227,1,0.701653322
14295,chr1,5323,5323,1,0.70167561
11807,chr6,179729,179729,1,0.70172533
10423,chr5,133418,133418,1,0.701772846
11853,chr7,181474,181474,1,0.701802482
26770,chr3,85380,85380,1,0.701853671
1415,chr10,242307,242307,1,0.701882327
11184,chr6,152916,152916,1,0.70197197
12570,chr7,205808,205808,1,0.702106434
32987,chr8,214766,214766,1,0.702109863
24091,chr2,48445,48445,1,0.70212113
26438,chr3,78251,78251,1,0.702172564
26148,chr21,444989,444989,1,0.702213712
12208,chr7,191968,191968,1,0.70221861
24543,chr2,57662,57662,1,0.70223698
713,chr1,24010,24010,1,0.702388344
21686,chr16,358568,358568,1,0.702417245
2312,chr11,269872,269872,1,0.70246672
3107,chr12,300737,300737,1,0.702469169
18399,chr11,284335,284335,1,0.702574487
27328,chr3,94511,94511,1,0.702629106
17360,chr11,263441,263441,1,0.702676132
3837,chr14,325871,325871,1,0.702691807
15249,chr1,27552,27552,1,0.702720953
7704,chr2,68883,68883,1,0.702737608
12140,chr7,189809,189809,1,0.702740302
34305,chrX,462366,462366,1,0.702949469
10916,chr5,144709,144709,1,0.702966369
25871,chr20,438126,438126,1,0.70301217
17781,chr11,270657,270657,1,0.703020742
25831,chr20,437212,437212,1,0.703137327
32603,chr7,207325,207325,1,0.703188271
27719,chr3,101095,101095,1,0.703228194
17346,chr11,263108,263108,1,0.703270811
31510,chr7,180150,180150,1,0.703286976
25197,chr2,70554,70554,1,0.703304856
12119,chr7,188792,188792,1,0.703330573
12156,chr7,190492,190492,1,0.703424869
9098,chr3,95955,95955,1,0.70350594
23002,chr17,396701,396701,1,0.703515492
725,chr1,24448,24448,1,0.703528473
6541,chr19,421002,421002,1,0.70355615
15244,chr1,27309,27309,1,0.703630852
21273,chr15,347361,347361,1,0.703725393
19590,chr12,309919,309919,1,0.70373568
20654,chr14,333871,333871,1,0.703740579
15312,chr1,29180,29180,1,0.703782461
32174,chr7,196718,196718,1,0.703824588
34373,chrX,463365,463365,1,0.703904434
6501,chr19,419803,419803,1,0.70395146
31774,chr7,188682,188682,1,0.704095966
23903,chr19,430308,430308,1,0.704111396
23114,chr18,401197,401197,1,0.704211326
30044,chr6,147114,147114,1,0.704301214
7201,chr2,55493,55493,1,0.704320563
3289,chr12,306274,306274,1,0.70436171
20648,chr14,333687,333687,1,0.704484908
1574,chr10,247548,247548,1,0.704503277
14046,chr1,883,883,1,0.704527525
8249,chr20,440370,440370,1,0.704571367
16137,chr10,238151,238151,1,0.704582633
10001,chr4,121221,121221,1,0.704626475
27414,chr3,96087,96087,1,0.704639701
23194,chr18,403571,403571,1,0.704668602
24041,chr2,47761,47761,1,0.70467497
22070,chr16,369726,369726,1,0.704685257
33321,chr8,221294,221294,1,0.704710729
26949,chr3,88165,88165,1,0.704738406
28246,chr4,112745,112745,1,0.704743059
10291,chr5,130097,130097,1,0.704750652
4358,chr15,342886,342886,1,0.704800127
4020,chr14,330219,330219,1,0.704860134
1359,chr10,240559,240559,1,0.704940225
17731,chr11,269763,269763,1,0.705035746
9809,chr4,116340,116340,1,0.705121225
29873,chr5,142516,142516,1,0.705155269
20282,chr14,324642,324642,1,0.705182946
28758,chr4,121508,121508,1,0.705199111
21230,chr15,346339,346339,1,0.705223849
23765,chr19,426103,426103,1,0.70527014
1335,chr10,239879,239879,1,0.705308103
27901,chr4,107260,107260,1,0.705325248
4088,chr14,332729,332729,1,0.705328677
22828,chr17,392311,392311,1,0.70533627
22244,chr17,374197,374197,1,0.705357088
14269,chr1,4661,4661,1,0.705367375
17408,chr11,264275,264275,1,0.705382316
19786,chr13,315022,315022,1,0.705440118
19425,chr12,304425,304425,1,0.705447711
2847,chr12,292103,292103,1,0.705480776
13467,chr9,233021,233021,1,0.705603728
3918,chr14,326813,326813,1,0.705658837
24285,chr2,52620,52620,1,0.705769788
3017,chr12,297849,297849,1,0.705827101
11901,chr7,183753,183753,1,0.705848654
7486,chr2,64735,64735,1,0.705899109
25355,chr2,72910,72910,1,0.705899354
32723,chr8,209388,209388,1,0.705937317
10528,chr5,136047,136047,1,0.705984343
16684,chr10,247491,247491,1,0.706024756
18066,chr11,278457,278457,1,0.706036267
8745,chr3,83457,83457,1,0.70604435
28693,chr4,120376,120376,1,0.706202327
27249,chr3,92747,92747,1,0.706204286
30734,chr6,164242,164242,1,0.706232698
28367,chr4,114759,114759,1,0.706365937
12613,chr7,207027,207027,1,0.706375734
9114,chr3,96052,96052,1,0.706375979
30095,chr6,148436,148436,1,0.706388715
21568,chr16,353875,353875,1,0.706434026
33518,chr8,224880,224880,1,0.706515587
18989,chr12,294491,294491,1,0.706574859
22364,chr17,379083,379083,1,0.70660327
32696,chr8,208993,208993,1,0.706619435
13682,chrX,455571,455571,1,0.70662017
30744,chr6,164411,164411,1,0.706690953
2537,chr11,281031,281031,1,0.706693403
30745,chr6,164415,164415,1,0.706760267
28216,chr4,112292,112292,1,0.70676884
12606,chr7,206573,206573,1,0.706782311
17378,chr11,263672,263672,1,0.706820029
15537,chr1,33946,33946,1,0.706821989
22689,chr17,388304,388304,1,0.70683546
31663,chr7,186248,186248,1,0.707006173
33886,chr9,234543,234543,1,0.707043646
12275,chr7,194513,194513,1,0.707050994
14808,chr1,18133,18133,1,0.707109042
181,chr1,7477,7477,1,0.70714774
23258,chr18,404957,404957,1,0.707163905
26420,chr22,453286,453286,1,0.70719844
508,chr1,18551,18551,1,0.70724718
20782,chr14,335777,335777,1,0.707270203
14601,chr1,11980,11980,1,0.707284898
15505,chr1,33087,33087,1,0.707344905
18958,chr12,293715,293715,1,0.70737748
20290,chr14,324684,324684,1,0.707388747
22101,chr16,370122,370122,1,0.707422547
19636,chr12,310934,310934,1,0.70742818
19930,chr13,317847,317847,1,0.707433323
15258,chr1,27994,27994,1,0.707548683
23215,chr18,404129,404129,1,0.707584932
24570,chr2,58601,58601,1,0.707606976
8114,chr20,435961,435961,1,0.707639796
14580,chr1,11242,11242,1,0.707653756
34385,chrX,463477,463477,1,0.707727234
20187,chr13,322000,322000,1,0.707845288
11485,chr6,169383,169383,1,0.70788962
30673,chr6,162853,162853,1,0.707961138
24214,chr2,51039,51039,1,0.708119115
4502,chr15,348530,348530,1,0.708161242
23846,chr19,428519,428519,1,0.708172019
16954,chr10,253691,253691,1,0.708184021
23221,chr18,404296,404296,1,0.70821978
29306,chr5,131875,131875,1,0.708225658
14564,chr1,10583,10583,1,0.708243048
28886,chr5,124319,124319,1,0.708292033
25128,chr2,69127,69127,1,0.708333915
27800,chr4,104738,104738,1,0.708377267
10850,chr5,142215,142215,1,0.708415475
21077,chr15,343310,343310,1,0.708472788
1141,chr1,39620,39620,1,0.708566839
840,chr1,27815,27815,1,0.708579331
5139,chr16,372227,372227,1,0.708681465
9527,chr4,109535,109535,1,0.708708161
12711,chr8,211516,211516,1,0.708778945
33452,chr8,223604,223604,1,0.708828665
33145,chr8,217947,217947,1,0.708842626
22550,chr17,384424,384424,1,0.708885243
7398,chr2,61670,61670,1,0.708917328
29201,chr5,129406,129406,1,0.709082408
3845,chr14,325968,325968,1,0.70909098
24267,chr2,52126,52126,1,0.709132618
21608,chr16,355031,355031,1,0.709134577
6337,chr19,414416,414416,1,0.709158825
14020,chr1,88,88,1,0.709168622
27543,chr3,97821,97821,1,0.709214913
25888,chr20,438570,438570,1,0.709228874
29573,chr5,136806,136806,1,0.709427508
22682,chr17,388174,388174,1,0.709513477
5990,chr18,402698,402698,1,0.709525234
31477,chr6,179626,179626,1,0.709589159
13836,chrX,460257,460257,1,0.709648676
23503,chr19,415763,415763,1,0.709714316
2279,chr11,268992,268992,1,0.709727787
15003,chr1,21551,21551,1,0.709743462
25971,chr20,441209,441209,1,0.709770894
31854,chr7,190027,190027,1,0.709814001
24600,chr2,59399,59399,1,0.709819634
15868,chr1,39592,39592,1,0.709839228
27089,chr3,90248,90248,1,0.709936219
23330,chr19,406788,406788,1,0.709999165
24303,chr2,52967,52967,1,0.710003573
29820,chr5,141573,141573,1,0.710050599
29923,chr5,143731,143731,1,0.710107177
3304,chr12,306824,306824,1,0.710231844
17162,chr10,257493,257493,1,0.710239437
21263,chr15,346961,346961,1,0.710283768
32425,chr7,202580,202580,1,0.7102943
26941,chr3,88137,88137,1,0.710314629
17299,chr11,261388,261388,1,0.710370227
23354,chr19,408705,408705,1,0.710404517
18113,chr11,279336,279336,1,0.710462319
5758,chr17,394375,394375,1,0.710471871
28703,chr4,120559,120559,1,0.710556126
21975,chr16,367727,367727,1,0.71060756
20528,chr14,330937,330937,1,0.710669037
6151,chr18,406437,406437,1,0.710676139
32366,chr7,201797,201797,1,0.710714593
21389,chr15,349914,349914,1,0.710785376
26796,chr3,85795,85795,1,0.710799582
24894,chr2,64447,64447,1,0.71087257
25360,chr2,73080,73080,1,0.711028098
11770,chr6,177467,177467,1,0.711044263
6746,chr19,428016,428016,1,0.711081491
34136,chrX,457426,457426,1,0.71110182
8053,chr20,433850,433850,1,0.711132681
20840,chr14,338046,338046,1,0.711203464
25808,chr20,436764,436764,1,0.711211792
14519,chr1,9759,9759,1,0.711222569
19076,chr12,296871,296871,1,0.711229916
33692,chr9,230432,230432,1,0.711322988
3163,chr12,302659,302659,1,0.711339643
9223,chr3,99076,99076,1,0.711354339
17432,chr11,265027,265027,1,0.711420958
26777,chr3,85474,85474,1,0.711429041
7735,chr2,70174,70174,1,0.711457452
27560,chr3,98100,98100,1,0.711537298
9531,chr4,109613,109613,1,0.711549544
11525,chr6,169916,169916,1,0.711552484
5315,chr17,379378,379378,1,0.711561056
29499,chr5,134961,134961,1,0.711575017
14008,chrY,464686,464686,1,0.711576486
31951,chr7,191390,191390,1,0.711583344
2308,chr11,269640,269640,1,0.711609061
12316,chr7,195725,195725,1,0.711651678
17921,chr11,273541,273541,1,0.711687438
13353,chr9,230423,230423,1,0.711781489
13666,chrX,455313,455313,1,0.711887787
24942,chr2,65051,65051,1,0.711998983
12754,chr8,212472,212472,1,0.7120247
20973,chr15,340978,340978,1,0.71204111
22156,chr16,371290,371290,1,0.712092055
22472,chr17,382599,382599,1,0.712097198
24615,chr2,59604,59604,1,0.712106016
7574,chr2,66779,66779,1,0.712165043
27874,chr4,106708,106708,1,0.712168961
19818,chr13,315449,315449,1,0.71220668
25008,chr2,66320,66320,1,0.712244399
1827,chr10,255145,255145,1,0.712245378
16084,chr1,44148,44148,1,0.712264238
11575,chr6,170622,170622,1,0.712332082
10087,chr5,124228,124228,1,0.712424174
20910,chr15,339609,339609,1,0.712505979
6935,chr2,46874,46874,1,0.712508429
18291,chr11,282433,282433,1,0.712597826
34208,chrX,459824,459824,1,0.712601745
32171,chr7,196568,196568,1,0.712673019
28441,chr4,116324,116324,1,0.712778826
9762,chr4,115119,115119,1,0.712783725
9802,chr4,116177,116177,1,0.712853774
26759,chr3,85070,85070,1,0.71288145
28049,chr4,109591,109591,1,0.712908392
19212,chr12,300833,300833,1,0.713054123
112,chr1,5408,5408,1,0.713157971
162,chr1,6899,6899,1,0.713440616
15267,chr1,28644,28644,1,0.713449923
12351,chr7,196583,196583,1,0.713481763
32851,chr8,212026,212026,1,0.713544954
9019,chr3,93537,93537,1,0.713565773
31671,chr7,186337,186337,1,0.71359198
33499,chr8,224598,224598,1,0.713628229
20668,chr14,334061,334061,1,0.713671581
942,chr1,32111,32111,1,0.71367256
23634,chr19,421574,421574,1,0.713685296
21888,chr16,365616,365616,1,0.713725709
22299,chr17,376405,376405,1,0.713733547
18305,chr11,282508,282508,1,0.71378792
29191,chr5,129157,129157,1,0.713796003
31986,chr7,192304,192304,1,0.713809964
5738,chr17,393635,393635,1,0.713922385
10442,chr5,133739,133739,1,0.713975778
21266,chr15,347165,347165,1,0.714007619
6461,chr19,418611,418611,1,0.714142328
22971,chr17,396230,396230,1,0.71418421
25706,chr20,434062,434062,1,0.714204294
12661,chr8,210163,210163,1,0.714205519
15802,chr1,38368,38368,1,0.714210662
14846,chr1,18959,18959,1,0.714240543
2052,chr11,261629,261629,1,0.714292712
6195,chr19,408336,408336,1,0.714372313
4331,chr15,341699,341699,1,0.714373048
12789,chr8,213494,213494,1,0.714598869
7368,chr2,61183,61183,1,0.714685573
31608,chr7,185117,185117,1,0.714691451
20184,chr13,321930,321930,1,0.71471129
15479,chr1,32811,32811,1,0.714766154
9359,chr4,104892,104892,1,0.714780359
31713,chr7,187814,187814,1,0.714813424
645,chr1,22138,22138,1,0.714870247
19805,chr13,315260,315260,1,0.714894495
33870,chr9,233946,233946,1,0.714969687
32716,chr8,209318,209318,1,0.715048308
12944,chr8,217755,217755,1,0.715197468
22821,chr17,392136,392136,1,0.715237391
27966,chr4,108229,108229,1,0.715294213
22415,chr17,380396,380396,1,0.715294458
11097,chr6,150418,150418,1,0.715385081
6231,chr19,410104,410104,1,0.715396592
19358,chr12,302869,302869,1,0.715396837
30999,chr6,169725,169725,1,0.715468845
17560,chr11,266598,266598,1,0.715494073
5115,chr16,370862,370862,1,0.715512932
4186,chr14,336433,336433,1,0.715530812
22190,chr16,372254,372254,1,0.715605514
23943,chr2,45762,45762,1,0.715611147
157,chr1,6810,6810,1,0.71568438
30662,chr6,162743,162743,1,0.715907017
31432,chr6,178465,178465,1,0.716044911
31651,chr7,186019,186019,1,0.716109816
33443,chr8,223291,223291,1,0.716165169
10776,chr5,140048,140048,1,0.716398583
3906,chr14,326736,326736,1,0.716405686
10093,chr5,124282,124282,1,0.716505861
17124,chr10,257093,257093,1,0.716518597
18663,chr11,288624,288624,1,0.716539416
10534,chr5,136210,136210,1,0.716547743
14420,chr1,7825,7825,1,0.716566847
16407,chr10,243231,243231,1,0.716652326
3843,chr14,325900,325900,1,0.716656
29529,chr5,135730,135730,1,0.716661144
33349,chr8,222054,222054,1,0.716682697
31870,chr7,190562,190562,1,0.716695923
19616,chr12,310310,310310,1,0.716699352
9748,chr4,114843,114843,1,0.716779688
15930,chr1,40468,40468,1,0.716781647
33210,chr8,219309,219309,1,0.716802711
7772,chr2,71925,71925,1,0.716807854
28493,chr4,117110,117110,1,0.716840919
18623,chr11,287957,287957,1,0.716881087
